pid,hid,syear_x,take_revenge,similar_problems,insult_back,rec1,rec2,rec3,rec4,rec5,rec6,rec7,syear_y,recog_sup,felt_recog_sup,recog_effort,felt_recog_effort,recog_personal,felt_recog_personal,recog_pay,felt_recog_pay,syear_x,year_birth,gender,overtime,wage_lastmonth,commute_distance,new_job,reason_new_job,work_satisfaction,turnover_intention,syear_y,sector,working_hours,firmsize,school_degree,tenure,years_educ,avg_rec,age,potential_experience,age_squared,tenure_squared,mincer_residuals
2705002,270504,2005,6.0,6.0,6.0,0,0,0,0,0,1,0,2006,1.0,1.0,1.0,1.0,0.0,,0.0,,2006,1965,0,,6.327936783729195,3.0,0.0,,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,30.0,6.0,[1] Hauptschulabschluss,2.0,10.0,6.0,42,576,17.64,0.04,-0.2012460933313811
2705003,270504,2005,7.0,7.0,7.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,0.0,,0.0,,2006,1986,1,10.0,5.857933154483459,3.0,0.0,,1.0,1,2006,[-2] trifft nicht zu,38.0,,,1.0,,7.0,21,9,4.41,0.01,
2705101,270512,2005,5.0,5.0,4.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1972,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,14.0,4.666666666666667,35,289,12.25,,
2705102,270512,2005,6.0,7.0,3.0,0,0,0,0,0,1,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1970,1,20.0,8.070906088787819,50.0,0.0,,1.0,1,2006,"[22] Herstellung von Verlags- und Druckerzeugnissen,  Vervielfältigung von bespielten Ton-, Bild- und Datenträgern",40.0,9.0,[4] Abitur,6.0,18.0,5.333333333333333,37,361,13.69,0.36,0.068053272703132
2705201,270520,2005,7.0,7.0,6.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1938,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,6.666666666666667,69,2601,47.61,,
2705301,270539,2005,5.0,6.0,5.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1913,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,5.333333333333333,94,5776,88.36,,
2705302,270539,2005,7.0,7.0,4.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1924,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,6.0,83,4225,68.89,,
2705401,270547,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2006,1966,1,20.0,7.170119543449628,15.0,0.0,,1.0,1,2006,[60] Landverkehr; Transport in Rohrfernleitungen,40.0,1.0,[1] Hauptschulabschluss,4.0,10.0,1.0,41,529,16.81,0.16,0.24174200116504085
2705501,270555,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,0.0,,1.0,3.0,1.0,3.0,1.0,3.0,2006,1969,1,34.0,7.7406644019172415,10.0,0.0,,2.0,1,2006,[34] Herstellung von Kraftwagen und Kraftwagenteilen,35.0,10.0,[1] Hauptschulabschluss,18.0,10.0,2.3333333333333335,38,400,14.44,3.24,0.18171199806922456
2705502,270555,2005,2.0,1.0,2.0,0,1,0,0,0,0,0,2006,1.0,3.0,1.0,3.0,1.0,2.0,0.0,,2006,1971,0,,6.551080335043404,6.0,0.0,,2.0,1,2006,[29] Maschinenbau,17.0,6.0,[4] Abitur,4.0,14.0,1.6666666666666667,36,324,12.96,0.16,-0.3117388532429901
2705601,270563,2005,4.0,4.0,3.0,0,0,0,1,0,0,0,2006,0.0,,1.0,2.0,0.0,,1.0,2.0,2006,1967,0,20.0,6.703188113240863,5.0,0.0,,2.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,20.0,10.0,[1] Hauptschulabschluss,4.0,10.0,3.6666666666666665,40,484,16.0,0.16,-0.025968840897261813
2705801,270580,2005,5.0,3.0,6.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1954,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,4.666666666666667,53,1225,28.09,,
2706001,270601,2005,2.0,2.0,4.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2006,1948,1,8.0,8.006367567650246,9.0,0.0,,1.0,1,2006,"[75] Öffentliche Verwaltung, Verteidigung, Sozialversicherung",41.0,9.0,[4] Abitur,28.0,18.0,2.6666666666666665,59,1681,34.81,7.84,-0.30283905551775625
2706002,270601,2005,6.0,4.0,4.0,0,0,0,0,0,1,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2006,1952,0,,7.24422751560335,9.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,20.0,,[4] Abitur,27.0,18.0,4.666666666666667,55,1369,30.25,7.29,
2706003,270601,2005,,,,0,0,0,0,0,0,0,2006,,,,,,,,,2006,1987,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,10.0,,20,4,4.0,,
2706101,270610,2005,4.0,5.0,6.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1947,1,,7.3777589082278725,,,,,1,2006,[29] Maschinenbau,,7.0,[2] Realschulabschluss,,11.0,5.0,60,1764,36.0,,
2706201,270628,2005,3.0,3.0,5.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1925,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,12.0,3.6666666666666665,82,4096,67.24,,
2706501,270652,2005,4.0,2.0,4.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1972,0,,5.940171252720432,5.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,[72] Datenverarbeitung und Datenbanken,,1.0,[4] Abitur,1.0,18.0,3.3333333333333335,35,289,12.25,0.01,-0.9900845921332806
2706502,270652,2005,5.0,2.0,3.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1971,1,,8.039157390473237,5.0,0.0,,1.0,1,2006,[72] Datenverarbeitung und Datenbanken,,1.0,[4] Abitur,7.0,18.0,3.3333333333333335,36,324,12.96,0.49,0.38884211944097835
2706602,270660,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,1.0,4.0,1.0,4.0,2006,1966,0,,6.84587987526405,2.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,41.0,9.0,[2] Realschulabschluss,1.0,11.0,3.0,41,529,16.81,0.01,0.11793167814469285
2706701,270679,2005,7.0,7.0,7.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,0.0,,0.0,,2006,1963,0,,,,0.0,,1.0,1,2006,[24] Herstellung von chemischen Erzeugnissen,,5.0,[4] Abitur,5.0,18.0,7.0,44,676,19.36,0.25,
2706702,270679,2005,3.0,3.0,4.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2006,1969,0,30.0,7.438383530044307,4.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",38.0,9.0,[3] Fachhochschulreife,13.0,15.0,3.3333333333333335,38,400,14.44,1.69,0.15436319959821088
2707001,270709,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1932,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,1.0,75,3249,56.25,,
2707002,270709,2005,3.0,2.0,2.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1938,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,13.0,2.3333333333333335,69,2601,47.61,,
2707101,270717,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1949,1,14.0,8.03268487596762,34.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,,6.0,[4] Abitur,29.0,18.0,1.0,58,1600,33.64,8.41,-0.1849751088224938
2707102,270717,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1945,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,4.0,62,1936,38.44,,
2707201,270725,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1921,1,,,,,,2.0,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,2.0,86,4624,73.96,,
2707202,270725,2005,5.0,6.0,6.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1920,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,5.666666666666667,87,4761,75.69,,
2707301,270733,2005,7.0,3.0,3.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1941,0,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,13.0,4.333333333333333,66,2304,43.56,,
2707302,270733,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1921,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,13.0,2.0,86,4624,73.96,,
2707601,270768,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1961,1,30.0,8.256866848974312,30.0,0.0,,1.0,1,2006,[27] Metallerzeugung und -bearbeitung,40.0,10.0,[4] Abitur,17.0,18.0,3.0,46,784,21.16,2.89,-0.055939475314898957
2707602,270768,2005,4.0,1.0,2.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1961,0,,5.857933154483459,,0.0,,1.0,1,2006,[72] Datenverarbeitung und Datenbanken,,1.0,[4] Abitur,3.0,14.0,2.3333333333333335,46,784,21.16,0.09,-0.8397775840584352
2707701,270776,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2006,1949,0,,7.24422751560335,12.0,0.0,,2.0,1,2006,[80] Erziehung und Unterricht,30.0,10.0,[2] Realschulabschluss,6.0,12.0,1.3333333333333333,58,1600,33.64,0.36,0.4129854821122345
2707801,270784,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1934,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[5] Anderer Abschluss,,12.0,1.0,73,3025,53.29,,
2708302,270830,2005,2.0,2.0,5.0,0,1,0,0,0,0,0,2006,0.0,,1.0,2.0,0.0,,1.0,2.0,2006,1959,0,,7.170119543449628,3.0,0.0,,2.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,40.0,1.0,[2] Realschulabschluss,31.0,12.0,3.0,48,900,23.04,9.61,0.13763129324827883
2708601,270865,2005,1.0,1.0,3.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1923,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,11.0,1.6666666666666667,84,4356,70.56,,
2708801,270881,2005,5.0,1.0,1.0,0,0,0,0,1,0,0,2006,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2006,1968,0,10.0,7.90100705199242,7.0,0.0,,2.0,1,2006,[80] Erziehung und Unterricht,45.0,10.0,[4] Abitur,3.0,18.0,2.3333333333333335,39,441,15.21,0.09,0.47482861587715863
2708901,270890,2005,1.0,1.0,5.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1937,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[5] Anderer Abschluss,,9.0,2.3333333333333335,70,2704,49.0,,
2709001,270903,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,0.0,,1.0,1.0,1.0,2.0,0.0,,2006,1972,1,15.0,7.549609165154532,6.0,0.0,,1.0,1,2006,[66] Versicherungen (ohne Sozialversicherung),38.0,10.0,[4] Abitur,11.0,15.0,3.0,35,289,12.25,1.21,-0.28598827973611485
2709101,270911,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1966,1,,8.612503371220562,130.0,1.0,[6] Selbstaendig geworden,1.0,1,2006,[72] Datenverarbeitung und Datenbanken,40.0,0.0,[3] Fachhochschulreife,0.0,15.0,2.0,41,529,16.81,0.0,1.3495012668506199
2709102,270911,2005,5.0,4.0,1.0,0,0,0,0,1,0,0,2006,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2006,1963,0,8.0,,2.0,0.0,,1.0,1,2006,"[92] Kultur, Sport und Unterhaltung",42.0,9.0,[3] Fachhochschulreife,9.0,13.0,3.3333333333333335,44,676,19.36,0.81,
2709201,270920,2005,3.0,3.0,7.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,1.0,2.0,0.0,,2006,1973,1,,7.473069088032197,81.0,0.0,,1.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,40.0,9.0,[2] Realschulabschluss,2.0,11.0,4.333333333333333,34,256,11.56,0.04,0.2317380735715746
2709202,270920,2005,7.0,2.0,3.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,0.0,,1.0,1.0,2006,1975,0,10.0,6.4457198193855785,3.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[80] Erziehung und Unterricht,20.0,3.0,[4] Abitur,0.0,15.0,4.0,32,196,10.24,0.0,-0.22028079047566784
2709402,270946,2005,2.0,2.0,4.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1923,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,2.6666666666666665,84,4356,70.56,,
2709501,270954,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1969,1,32.0,7.503840746698951,7.0,1.0,[5] Stellenwechsel im Betrieb,2.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),40.0,6.0,[4] Abitur,2.0,14.0,1.3333333333333333,38,400,14.44,0.04,0.05817638952135784
2709502,270954,2005,2.0,3.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1977,0,10.0,7.3777589082278725,7.0,0.0,,1.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),40.0,9.0,[4] Abitur,2.0,14.0,2.3333333333333335,30,144,9.0,0.04,0.548766735399953
2709601,270962,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,1.0,2.0,2006,1951,1,,,,0.0,,1.0,1,2006,[29] Maschinenbau,,1.0,[1] Hauptschulabschluss,9.0,10.0,2.3333333333333335,56,1444,31.36,0.81,
2709602,270962,2005,2.0,1.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,1.0,2.0,0.0,,2006,1951,0,10.0,7.24422751560335,6.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",30.0,9.0,[2] Realschulabschluss,11.0,12.0,1.6666666666666667,56,1444,31.36,1.21,0.3231000129601016
2709801,270989,2005,4.0,2.0,2.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1933,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,2.6666666666666665,74,3136,54.76,,
2709802,270989,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1936,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,2.3333333333333335,71,2809,50.41,,
2710101,271012,2005,2.0,1.0,4.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1967,0,,6.4457198193855785,15.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,[55] Beherbergungs- und Gaststätten,36.0,2.0,[6] Ohne Abschluss verlassen,1.0,7.0,2.3333333333333335,40,484,16.0,0.01,0.4004102944993555
2710201,271020,2005,3.0,2.0,2.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1917,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,2.3333333333333335,90,5184,81.0,,
2710202,271020,2005,2.0,3.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1937,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[6] Ohne Abschluss verlassen,,7.0,2.3333333333333335,70,2704,49.0,,
2710501,271055,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,3.0,2006,1942,1,,7.696212639346407,7.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",38.0,9.0,[1] Hauptschulabschluss,23.0,10.0,1.3333333333333333,65,2209,42.25,5.29,0.382197713821788
2710502,271055,2005,1.0,2.0,3.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1940,0,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,14.0,2.0,67,2401,44.89,,
2710601,271063,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1922,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,11.0,2.0,85,4489,72.25,,
2710602,271063,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,1.0,1.0,0.0,,0.0,,0.0,,2006,1924,1,,5.703782474656201,,0.0,,2.0,1,2006,[74] Erbringung von unternehmensbezogenen Dienstleistungen,,0.0,[4] Abitur,52.0,18.0,2.6666666666666665,83,4225,68.89,27.04,-1.568834934794987
2711601,271160,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1954,1,,,,,,2.0,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,11.0,1.0,53,1225,28.09,,
2711602,271160,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1958,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,15.0,1.3333333333333333,49,961,24.01,,
2711603,386065,2005,1.0,1.0,3.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1983,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,13.0,1.6666666666666667,24,36,5.76,,
2711604,386073,2005,5.0,3.0,2.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1984,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,13.0,3.3333333333333335,23,25,5.29,,
2711701,271179,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2006,1960,0,80.0,6.975413927455952,33.0,0.0,,1.0,1,2006,"[91] Interessenvertretungen sowie kirchliche und sonstige Vereinigungen (ohne Sozialwesen, Kultur und Sport)",20.0,9.0,[2] Realschulabschluss,3.0,11.0,2.0,47,841,22.09,0.09,0.19631031256513776
2711901,271195,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1967,1,60.0,7.696212639346407,10.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[45] Bau,40.0,2.0,[1] Hauptschulabschluss,0.0,10.0,2.6666666666666665,40,484,16.0,0.0,0.8064352894795395
2711902,271195,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1971,0,8.0,6.309918278226516,1.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,[80] Erziehung und Unterricht,18.0,10.0,[1] Hauptschulabschluss,18.0,10.0,1.0,36,324,12.96,3.24,-0.6288902159089513
2712301,271233,2005,2.0,1.0,1.0,0,1,0,0,0,0,0,2006,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2006,1958,0,,5.981414211254481,4.0,0.0,,2.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,18.0,5.0,[1] Hauptschulabschluss,3.0,10.0,1.3333333333333333,49,961,24.01,0.09,-0.519659671622648
2712601,271268,2005,2.0,2.0,1.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1961,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,14.0,1.6666666666666667,46,784,21.16,,
2712701,271276,2005,2.0,1.0,1.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,1.0,2.0,1.0,2.0,2006,1955,0,,8.101677747454572,6.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,,6.0,[4] Abitur,24.0,18.0,1.3333333333333333,52,1156,27.04,5.76,0.46597343866809116
2712703,271276,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1986,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[7] Noch kein Abschluss,,,2.3333333333333335,21,9,4.41,,
2712901,271292,2005,6.0,4.0,6.0,0,0,0,0,0,1,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1945,1,15.0,7.696212639346407,20.0,0.0,,1.0,1,2006,"[33] Medizin-, Mess-, Steuer- und Regelungstechnik, Optik, Herstellung von Uhren",35.0,5.0,[1] Hauptschulabschluss,5.0,11.0,5.333333333333333,62,1936,38.44,0.25,0.7090557336264833
2713001,271306,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1923,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,12.0,3.0,84,4356,70.56,,
2713002,271306,2005,1.0,2.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1928,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,13.0,1.6666666666666667,79,3721,62.41,,
2713101,271314,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1929,1,,6.642486801367256,,0.0,,1.0,1,2006,"[91] Interessenvertretungen sowie kirchliche und sonstige Vereinigungen (ohne Sozialwesen, Kultur und Sport)",,0.0,[4] Abitur,10.0,16.0,1.0,78,3600,60.84,1.0,0.025253481242486053
2713201,271322,2005,5.0,4.0,4.0,0,0,0,0,1,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1971,1,,7.313220387090301,,0.0,,2.0,1,2006,[45] Bau,,1.0,[1] Hauptschulabschluss,2.0,10.0,4.333333333333333,36,324,12.96,0.04,0.48204511561734087
2713202,271322,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1974,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,1.0,33,225,10.89,,
2713301,271330,2005,7.0,7.0,7.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1948,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,7.0,59,1681,34.81,,
2713401,271349,2005,7.0,7.0,4.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1950,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,6.0,57,1521,32.49,,
2713402,271349,2005,7.0,7.0,5.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,0.0,,0.0,,2006,1956,0,10.0,7.495541943884256,25.0,0.0,,1.0,1,2006,[55] Beherbergungs- und Gaststätten,40.0,5.0,[1] Hauptschulabschluss,6.0,10.0,6.333333333333333,51,1089,26.01,0.36,0.955001988017754
2713405,385441,2005,6.0,6.0,5.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1977,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,5.666666666666667,30,144,9.0,,
2713406,385450,2005,6.0,6.0,5.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1979,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,5.666666666666667,28,100,7.84,,
2713407,271349,2005,5.0,6.0,5.0,0,0,0,0,1,0,0,2006,0.0,,0.0,,1.0,2.0,0.0,,2006,1981,0,,7.090076835776092,5.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[-2] trifft nicht zu,40.0,,[2] Realschulabschluss,1.0,12.0,5.333333333333333,26,64,6.76,0.01,
2713408,385468,2005,6.0,5.0,4.0,0,0,0,0,0,1,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1983,0,,7.003065458786462,25.0,0.0,,1.0,1,2006,[55] Beherbergungs- und Gaststätten,40.0,5.0,[2] Realschulabschluss,5.0,11.0,5.0,24,36,5.76,0.25,0.761394385598436
2713409,271349,2005,7.0,7.0,5.0,0,0,0,0,0,0,1,2006,,,,,,,,,2006,1984,1,,,,,,,1,2006,[-2] trifft nicht zu,,,,,,6.333333333333333,23,25,5.29,,
2713410,271349,2005,6.0,6.0,5.0,0,0,0,0,0,1,0,2006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2006,1985,0,,6.214608098422191,25.0,0.0,,1.0,1,2006,[55] Beherbergungs- und Gaststätten,25.0,2.0,[2] Realschulabschluss,1.0,10.0,5.666666666666667,22,16,4.84,0.01,0.3501268199789829
2713501,271357,2005,5.0,5.0,3.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1931,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,4.333333333333333,76,3364,57.76,,
2713601,382434,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,,,1.0,2.0,2006,1970,0,3.0,6.556778356158042,6.0,0.0,,2.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),20.0,1.0,[2] Realschulabschluss,12.0,12.0,2.3333333333333335,37,361,13.69,1.44,-0.06695416897950057
2713701,271373,2005,7.0,7.0,6.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,0.0,,0.0,,2006,1960,1,10.0,7.24422751560335,15.0,0.0,,1.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),40.0,5.0,[6] Ohne Abschluss verlassen,7.0,8.0,6.666666666666667,47,841,22.09,0.49,0.24967377816053204
2713702,271373,2005,6.0,6.0,6.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1959,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[6] Ohne Abschluss verlassen,,7.0,6.0,48,900,23.04,,
2713801,271381,2005,2.0,1.0,6.0,0,1,0,0,0,0,0,2006,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2006,1943,1,60.0,7.326465613840322,21.0,0.0,,2.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",38.0,6.0,[1] Hauptschulabschluss,16.0,10.0,3.0,64,2116,40.96,2.56,0.2426418246993176
2713802,271381,2005,2.0,1.0,4.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1950,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.3333333333333335,57,1521,32.49,,
2714001,271403,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1938,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.0,69,2601,47.61,,
2714101,271411,2005,1.0,1.0,6.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1935,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,2.6666666666666665,72,2916,51.84,,
